adresse,lat,lon
"8 Av. De Tarente, 29200 Brest, France",48.41638,-4.4823
"16 Rue Léon Gambetta, 29770 Audierne, France",48.20272,-3.546
"1 Quai Jean Jaurès, 29770 Audierne, France",48.20048,-3.5478
"12 Rue Danton, 29770 Audierne, France",48.20048,-3.5478
"14 Quai Jean Jaurès, 29770 Audierne, France",48.20128,-3.5471
"38 Bd Général De Gaulle, 29790 Pont-Croix, France",48.2755,-3.7158
"6 Rue Renoir, 29770 Audierne, France",48.19632,-3.5494
"83 Ter, Rue D'Audierne, 29710 Plozévet, France",48.49816,-3.8531
"4 Rue Ar Marquis, 29710 Landudec, France",48.50176,-3.8478
"7 Bd Général De Gaulle, 29790 Pont-Croix, France",48.27942,-3.7194
"21 Rue Jean Louis Le Goff, 29790 Pont-Croix, France",48.27678,-3.7193
"3 Rue Jean Bart, 29100 Douarnenez, France",48.40144,-4.6016
"1 Rue Alfred Le Dilosquer 29120, 29120 Pont-L'Abbé, France",48.27556,-4.4789
"3 Rue Du 19 Mars 1962, 29000 Quimper, France",48.3853,-4.4815
"20 Rue Marcelin Berthelot, 29770 Audierne, France",48.1968,-3.5454
"25 Quai De L'Yser, 29100 Douarnenez, France",48.39712,-4.5998
"24 Rue Marcel Sembat, 56100 Lorient, France",47.71814,-3.3662
"6 Rue De Carnel, 56100 Lorient, France",47.71534,-3.367
"2 Av. De La Marne, 56100 Lorient, France",47.72038,-3.3717
"4 Pl. Jules Ferry, 56100 Lorient, France",47.71998,-3.3712
"46 Rue Du Maréchal Foch, 56100 Lorient, France",47.71398,-3.3709
"19 Rue Paul Bert, 56100 Lorient, France",47.71614,-3.3633
"13 Bd Emmanuel Svob, 56100 Lorient, France",47.71886,-3.3638
"Cr De La Bôve, 56100 Lorient, France",47.71862,-3.3651
"Pass. Dupuy De Lomé, 56100 Lorient, France",47.71854,-3.3648
"15 Rue De L'Assemblée Nationale, 56100 Lorient, France",47.7163,-3.3624
"23 Rue De Liège, 56100 Lorient, France",47.71558,-3.366
"2 Rue Turenne, 56100 Lorient, France",47.71422,-3.3708
"56100 Lorient, France",47.71974,-3.3676
"26 Rue Des Fontaines, 56100 Lorient, France",47.71574,-3.3671
"24 Cr De La Bôve, 56100 Lorient, France",47.71814,-3.3687
"10 Bd Du Général Leclerc, 56100 Lorient, France",47.71654,-3.3708
"7 Bd Du Général Leclerc, 56100 Lorient, France",47.71982,-3.3624
"22 Cr De La Bôve, 56100 Lorient, France",47.7195,-3.3673
"Pl. Aristide Briand, 56100 Lorient, France",47.71998,-3.3676
"12 Av. Georges Pompidou, 85100 Les Sables-D'Olonne, France",46.81798,-1.5512
"7 Rue Bisson, 85100 Les Sables-D'Olonne, France",46.8155,-1.546
"17 Av. Jean Jaurès, 85100 Les Sables-D'Olonne, France",46.82014,-1.5493
"65 Rue Nationale, 85100 Les Sables-D'Olonne, France",46.81486,-1.5484
"13 Bd Arago, 85100 Les Sables-D'Olonne, France",46.8131,-1.5464
"8 Bis Av. Jean Jaurès, 85100 Les Sables-D'Olonne, France",46.81398,-1.5453
"23 Bd Arago, 85100 Les Sables-D'Olonne, France",46.8179,-1.5516
"30 Bis Prom. Georges Clemenceau, 85100 Les Sables-D'Olonne, France",46.81662,-1.5501
"5 Cr Louis Guédon, 85100 Les Sables-D'Olonne, France",46.81598,-1.5506
"2 Bd De Castelnau, 85100 Les Sables-D'Olonne, France",46.81302,-1.5524
"6 Pl. De Strasbourg, 85100 Les Sables-D'Olonne, France",46.81718,-1.5507
"54 Bis Rue Nationale, 85100 Les Sables-D'Olonne, France",46.81918,-1.5484
"32 Av. Paul Doumer, 85100 Les Sables-D'Olonne, France",46.81878,-1.55
"12 Quai Ernest De Franqueville, 85100 Les Sables-D'Olonne, France",46.8171,-1.5472
"108 Bd De Castelnau, 85100 Les Sables-D'Olonne, France",46.81982,-1.5546
"7 All. Alain Guénant 5E Avenue, 85100 Les Sables-D'Olonne, France",46.81278,-1.5456
"110 Rue Des Nouettes, 85180 Les Sables-D'Olonne, France",46.81934,-1.5506
"58 Prom. Georges Clemenceau, 85100 Les Sables-D'Olonne, France",46.81926,-1.5505
"36 Rue Des Sauniers, 85100 Les Sables-D'Olonne, France",46.81974,-1.5545
"2 Av. D'Aquitaine, 85100 Les Sables-D'Olonne, France",46.81814,-1.5459
"406 Av. De La Justice De Castelnau, 34090 Montpellier, France",43.57896,3.8255
"145 Av. De La Justice De Castelnau, 34000 Montpellier, France",43.61222,3.8803
"Centre Commercial Sainte Odile, 155 Rue Du Pré Aux Clercs, 34090 Montpellier, France",43.5832,3.8336
"2 Rue Henri Dunant, 34000 Montpellier, France",43.6155,3.8799
"55 Av. De La Justice De Castelnau, 34090 Montpellier, France",43.57624,3.8326
"4 Rue De Substantion, 34000 Montpellier, France",43.61006,3.8797
"18 Pl. Du Nombre D'Or, 34000 Montpellier, France",43.60814,3.8743
"Parc Club – Du Millénaire, 1025 Av. Henri Becquerel, 34000 Montpellier, France",43.61454,3.8805
"19 Rue Marioge, 34000 Montpellier, France",43.60878,3.8745
"56 Av. Charles Flahault, 34090 Montpellier, France",43.58128,3.826
"15 Pass. Lonjon, 34000 Montpellier, France",43.61118,3.8762
"51 Rue Du Faubourg Boutonnet, 34090 Montpellier, France",43.58216,3.8318
"1035 Av. Du Père Soulas, 34090 Montpellier, France",43.57832,3.8278
"9 Rue De La Vieille Intendance, 34000 Montpellier, France",43.60838,3.8747
"2 Rue Charles Amans, 34000 Montpellier, France",43.61462,3.8776
"3 Pl. Chabaneau, 34000 Montpellier, France",43.6147,3.8767
"8 Rue Saint-Paul, 34000 Montpellier, France",43.60838,3.8763
"1 Rue Saint-Paul, 34000 Montpellier, France",43.61166,3.8757
"55 Av. De La Justice De Castelnau, 34000 Montpellier, France",43.61174,3.8723
"453 Rue Des Brusses, 34090 Montpellier, France",43.57776,3.833
"10 Pl. De La Libération, 82000 Montauban, France",44.01302,1.345
"31 Rue Caussat, 82000 Montauban, France",44.01742,1.3545
"52 Av. Gambetta, 82000 Montauban, France",44.01606,1.3541
"Sur Rendez-Vous, 3 Pl. Nationale, 82000 Montauban, France",44.01686,1.3454
"16 Rue Armand Saintis, 82000 Montauban, France",44.0179,1.3524
"59 Rue De La Résistance, 82000 Montauban, France",44.01478,1.3515
"59 Rue De La Résistance Toulouse, 43 Avenue Georges Pompidou, 82000 Montauban, France",44.01278,1.3488
"5 Pl. Prax Paris, 82000 Montauban, France",44.0195,1.3549
"14 Pl. Franklin Roosevelt, 82000 Montauban, France",44.01518,1.3542
"106 Fbg Lacapelle, 82000 Montauban, France",44.01358,1.354
"2 Av. Du 11E D'Infanterie, 82000 Montauban, France",44.0203,1.3473
"35 Rue De La République, 82000 Montauban, France",44.01454,1.3538
"3 Rue De L'Hôtel De Ville, 82000 Montauban, France",44.01422,1.3477
"28 Rue De L'Hôtel De Ville, 82000 Montauban, France",44.01694,1.3517
"38 Av. Marceau Hamecher, 82000 Montauban, France",44.01614,1.3542
"3 Pl. Du 22 Septembre, 82000 Montauban, France",44.01758,1.3459
"15 All. De L'Empereur, 82000 Montauban, France",44.0135,1.3477
"19 Bd Gustave Garrisson, 82000 Montauban, France",44.01526,1.347
"416 Av. Jean Moulin, 82000 Montauban, France",44.0139,1.3545
"11 Pl. De L Hôtel De Ville, 47800 Miramont-De-Guyenne, France",44.20568,0.8069
"16 Bd Jules Ferry, 47800 Miramont-De-Guyenne, France",44.20744,0.8062
"7 Rue Du Temple, 24500 Eymet, France",44.81686,1.3482
"1 Pl. Du 11 Novembre 1918, 47120 Duras, France",44.2917,0.7315
"26 Rue Charles De Gaules, 47200 Marmande, France",44.18614,0.6808
"50 Av. Des Martyrs De La Résistance, 47200 Marmande, France",44.1911,0.6801
"13 Rte De Bergerac, 24500 Eymet, France",44.8171,1.3468
"77 Bd Meyniel, 47200 Marmande, France",44.19158,0.6748
"29 Bd Raymond Fourcade, 47200 Marmande, France",44.18846,0.6842
"Eglise, 24500 Razac-D'Eymet, France",44.81766,1.3506
"39 Pl. Gambetta, 24500 Eymet, France",44.81614,1.3499
"4 Pl. De La Couronne, 47200 Marmande, France",44.18942,0.6839
"5 Av. Des Martyrs De La Résistance, 47200 Marmande, France",44.18526,0.6771
"14 Av. Du Général De Gaulle, 47180 Sainte-Bazeille, France",44.23764,0.7855
"8 Av. Charles De Gaulle, 47400 Tonneins, France",44.17554,0.7596
"Pl. Robert Darniche, 33580 Monségur, France",44.792,-0.3033
"2 Grande Rue, 47700 Casteljaloux, France",44.19222,0.7546
"33 Rue De La République, 33220 Sainte-Foy-La-Grande, France",44.75384,-0.1762
"12 Pl. Jasmin, 47330 Castillonnès, France",44.29696,0.612
"1034 Rte De La Garde, 24230 Saint-Antoine-De-Breuilh, France",44.68288,0.5083
"37 Cr Du Maréchal Leclerc, 33850 Léognan, France",44.88192,-0.3009
"7 Rue Du Moulin De Brisson, 33850 Léognan, France",44.88144,-0.3025
"12 Cr Gambetta, 33850 Léognan, France",44.8784,-0.3026
"1 Av. De Mont De Marsan, 33850 Léognan, France",44.88224,-0.3006
"1A Sq. Du Gué, 33170 Gradignan, France",44.918,-0.4457
"12 Pl. Choisy Latour, 33610 Cestas, France",44.84672,-0.1037
"20 Rue Fernand Jarnac, 33140 Villenave-D'Ornon, France",44.8416,-0.5605
"4 Rue Alphonse Daudet, 33850 Léognan, France",44.87744,-0.2952
"9 Cr Victor Hugo, 33130 Bègles, France",44.8076,-0.5337
"228 Av. De Cadaujac, 33850 Léognan, France",44.87688,-0.2978
"127 Cr Du Général De Gaulle, 33170 Gradignan, France",44.92,-0.4454
"Pl. Choisy Latour, 33610 Cestas, France",44.85248,-0.1031
"20 Rte De Léognan, 33140 Villenave-D'Ornon, France",44.83704,-0.5566
"79Bis Av. Jean Jaurès, 33600 Pessac, France",44.87832,-0.1286
"23 Cr Du Maréchal Leclerc, 33850 Léognan, France",44.8808,-0.298
"20 All. Radio, 33600 Pessac, France",44.88128,-0.1315
"13 Bis Pl. Du Chanoine Patry, 33610 Cestas, France",44.85072,-0.1065
"Centre Topaze, 2 Rte De Léognan, 33140 Villenave-D'Ornon, France",44.8404,-0.5611
"Pl. Marcel Vayssière, 33650 Martillac, France",44.82032,-0.0673
"193 Cr Du Général De Gaulle, 33170 Gradignan, France",44.92328,-0.4511
"7 Pl. Du Castelet, 31150 Bruguières, France",43.60452,1.3956
"2 Av. De Toulouse, 31150 Bruguières, France",43.60564,1.3987
"10 Av. De Toulouse, 31150 Bruguières, France",43.60484,1.3987
"Résidence Les Ambassadeurs, 1 All. Des Nymphéas Bat B3, 31240 L'Union, France",43.51648,1.3178
"31150 Bruguières, France",43.60396,1.3925
"911 Av. De Toulouse, 31620 Cépet, France",43.55368,1.5048
"9 Rue Pont Fauré, 31780 Castelginest, France",43.5675,1.3729
"19 Chem. De La Marnière, 31140 Montberon, France",43.60252,1.3943
"Rte De Paris, 31790 Saint-Jory, France",43.56678,1.3702
"Lieu Dit Louradou, 40 Rte D'Albi, 31180 Rouffiac-Tolosan, France",43.58352,1.3826
"12 Rte De Fronton, 31140 Aucamville, France",43.60164,1.3999
"75 Rue Jean Jaurès, 31620 Bouloc, France",43.5488,1.4966
"1 Imp. Simone De Beauvoir, 31140 Pechbonnieu, France",43.60148,1.3921
"2 Rue Des Lavandes, 31140 Montberon, France",43.60764,1.3952
"10 Imp. De Plantirous, 31840 Seilh, France",43.58544,1.4939
"4 Rue Du Barry, 31150 Gratentour, France",43.60524,1.3951
"6B Rue Des Érables, 31150 Lespinasse, France",43.60364,1.394
"9 Pl. Du Capitole, 31000 Toulouse, France",43.60342,1.4426
"Centre Commercial Les Portes D'Aussonne, 23 All. Lucie Aubrac, 31840 Aussonne, France",43.58736,1.4928
"1 Av. Des Sports, 31150 Fenouillet, France",43.60092,1.3986
"2 Rue De La Gare, 35 Bis Rue Saint-Yves Entrée Au, 29290 Saint-Renan, France",48.00518,-4.1904
"17 Rue Saint-Yves, 29290 Saint-Renan, France",48.01022,-4.1876
"2 Rue Saint-Yves, 29290 Saint-Renan, France",48.01222,-4.1962
"47 Rue Saint-Yves, 29290 Saint-Renan, France",48.01054,-4.1896
"7 Rue De Brest, 29280 Plouzané, France",47.79952,-4.0014
"11 Bis Pl. Du Gén Leclerc, 29290 Saint-Renan, France",48.00606,-4.1939
"16 Rue Saint-Yves, 29290 Saint-Renan, France",48.0099,-4.1938
"60 Rue Victor Hugo, 29820 Guilers, France",48.36436,-4.335
"35 Rue Victor Eusen, 29200 Brest, France",48.4167,-4.4882
"76 Rue De Saint-Renan, 29810 Plouarzel, France",48.36668,-4.3271
"58 Bis Rue Yves Collet, 29200 Brest, France",48.41798,-4.4834
"41 Rue Charles De Gaulle, 29820 Guilers, France",48.3626,-4.3288
"3 Pl. De L'Europe, 29880 Plouguerneau, France",48.43114,-4.2304
"16 Rue Robespierre, 29200 Brest, France",48.41478,-4.4872
"2 Rue De L'Arvor, 29280 Locmaria-Plouzané, France",47.79616,-4.0043
"27 Rue De Lyon, 29200 Brest, France",48.41358,-4.4814
"10 Rue Des Sources, 29820 Bohars, France",48.36316,-4.3332
"8 Pl. Jack London, 29200 Brest, France",48.4135,-4.486
"5 Rue Victor Hugo, 29200 Brest, France",48.4203,-4.481
"Rue Madeleine Brès, 29200 Brest, France",48.41342,-4.485
"12 Cité Montgolfier, 29200 Brest, France",48.4175,-4.4791
"44 Bd Gambetta, 29200 Brest, France",48.41606,-4.4789
"20 Rue Amiral Linois, 29200 Brest, France",48.4143,-4.4842
"2 Rue De Verdun, 29200 Brest, France",48.41734,-4.479
"2 Rue Du 19 Mars 1962, 24130 Prigonrieux, France",45.03976,0.6924
"18 Rue Jules Ferry, 24130 Prigonrieux, France",45.03832,0.6863
"85 Rue Waldeck Rousseau, 24100 Bergerac, France",45.1508,0.7466
"3 Rue Emile Zola, 24100 Bergerac, France",45.14856,0.7464
"1 Rue Mitarde, 24100 Bergerac, France",45.14736,0.7532
"23 Rue Du Mourrier, 24100 Bergerac, France",45.14992,0.7454
"2 Pl. Doublet, 24100 Bergerac, France",45.15184,0.7519
"55 Rue Sainte-Catherine, 24100 Bergerac, France",45.148,0.7541
"23 Rue Sainte-Catherine, 24100 Bergerac, France",45.14776,0.7451
"31 Rue Louis Pasteur, 33220 Sainte-Foy-La-Grande, France",44.7528,-0.1767
"Le Bourg, 24130 Saint-Pierre-D'Eyraud, France",45.04144,0.6919
"35 Rue Neuve D'Argenson, 24100 Bergerac, France",45.15128,0.7472
"65 Rue Sainte-Catherine, 24100 Bergerac, France",45.15272,0.7509
"17 Grand Rue, 24100 Bergerac, France",45.146,0.7524
"2 Rue De La République, 33220 Sainte-Foy-La-Grande, France",44.74968,-0.176
"23 Pl. Gambetta, 24100 Bergerac, France",45.15344,0.754
"1 Rue De L'Église, 24680 Gardonne, France",45.05786,0.7274
"06 Av. Edouard Dupuy, 24140 Villamblard, France",45.00152,0.6657
"16 Pl. De La Libération, 82300 Caussade, France",44.16758,1.5535
"7 Bis Pl. Du Gén De Gaulle, 82300 Caussade, France",44.1671,1.5523
"24 Bd Léonce Granié, 82300 Caussade, France",44.16734,1.5538
"6 Bd Léonce Granié, 82300 Caussade, France",44.16318,1.5534
"3 Pl. Du Gén De Gaulle, 82300 Caussade, France",44.16574,1.55
"21 Bd Didier Rey, 82300 Caussade, France",44.16382,1.5472
"635 Chem. De Lugan Bas, 82300 Monteils, France",44.16574,1.5475
"128 Chem. De La Clare, 82410 Saint-Étienne-De-Tulmont, France",44.2297,1.4119
"13 Cr Sadi Carnot, 82240 Septfonds, France",44.35208,1.3958
"1 Pl. De La Mairie, 82800 Nègrepelisse, France",44.1385,1.3331
"550 Rte Du Fau, 82000 Montauban, France",44.01846,1.3508
"Anb Immobilier, 2 Rue D’Angoulême, 16220 Montbron, France",45.68106,0.4974
"4 Rue D’Angoulême, 16220 Montbron, France",45.68082,0.5031
"2 Rue Des Halles, 16110 La Rochefoucauld-En-Angoumois, France",45.71734,0.3796
"12 Rue Des Halles, 16110 La Rochefoucauld-En-Angoumois, France",45.71878,0.3783
"10 Rue Des Halles, 16110 La Rochefoucauld-En-Angoumois, France",45.71814,0.3863
"3 Rte De La Charbonniere, 16110 Rivières, France",45.71878,0.385
"1 Av. Charles Gide, 16600 Ruelle-Sur-Touvre, France",45.75328,0.4995
"15 Bd De Bury, 16000 Angoulême, France",45.65208,0.1637
"12 Rue De La Résistance, 24360 Piégut-Pluviers, France",45.2768,0.891
"26 Rue Du Général Leclerc, 16160 Gond-Pontouvre, France",45.8325,0.201
"6 Rue Raymond Audour, 16000 Angoulême, France",45.6492,0.1684
"31 Rue Des Halles, 16110 La Rochefoucauld-En-Angoumois, France",45.72046,0.3857
"128 Rue Camille Pelletan, 16600 Ruelle-Sur-Touvre, France",45.75392,0.5017
"16430, 16430 Champniers, France",45.98618,0.585
"Les Rouilloux, 16220 Vouthon, France",45.68482,0.4997
"Pl. Du 8 Mai 1945, 16230 Mansle-Les-Fontaines, France",45.5841,0.3309
"52 Av. De La République, 16260 Chasseneuil-Sur-Bonnieure, France",45.96862,-0.1989
"Pl. Du Minage, 16000 Angoulême, France",45.65264,0.169
"Le Pontouvre, 15 Rte D'Agris, 16430 Champniers, France",45.9861,0.5868
"138 Rue De Périgueux, 16000 Angoulême, France",45.64944,0.1684
"3 Rue Louis Cormerais, 44310 Saint-Philbert-De-Grand-Lieu, France",47.09012,-1.753
"28 Rue Saint-François D'Assise, 44310 Saint-Philbert-De-Grand-Lieu, France",47.08756,-1.7529
"30 Rue De L Hôtel De Ville, 44310 Saint-Philbert-De-Grand-Lieu, France",47.09444,-1.7524
"2 Pl. De L'Église, 44310 Saint-Philbert-De-Grand-Lieu, France",47.09532,-1.7542
"10 Pl. De L'Abbatiale, 44310 Saint-Philbert-De-Grand-Lieu, France",47.093,-1.7576
"4 Ter Rue De La Grange À L'Abbé, 44140 Geneston, France",47.17338,-1.5613
"4 Grand Rue, 44118 La Chevrolière, France",47.24688,-1.697
"La Boule, 85660 Saint-Philbert-De-Bouaine, France",46.73274,-1.5289
"3 Pl. De L'Église, 44140 Montbert, France",47.17586,-1.5594
"4 Chem. Des Chênes, 44310 Saint-Philbert-De-Grand-Lieu, France",47.09084,-1.757
"37 Rue De L Hôtel De Ville, 44310 Saint-Philbert-De-Grand-Lieu, France",47.09036,-1.7564
"344 Rte De Clisson, 44120 Vertou, France",47.27768,-1.7249
"L'Ouvrardière, 44310 Saint-Philbert-De-Grand-Lieu, France",47.095,-1.7591
"5 Rue Mal De Lattre De Tassigny, 85260 L'Herbergement, France",46.9155,-1.6481
"Le Plessis, 44310 Saint-Philbert-De-Grand-Lieu, France",47.09084,-1.7551
"7 Rue Des Colverts, 44140 Le Bignon, France",47.17122,-1.5661
"31 Rue Du Moulin, 44140 Le Bignon, France",47.17626,-1.5691
"9 Pl. De La Liberté, 16120 Châteauneuf-Sur-Charente, France",45.58578,0.034
"2 Rue Ernest Monis, 16120 Châteauneuf-Sur-Charente, France",45.58042,0.0359
"10 Rue Guillé, 16200 Jarnac, France",45.58618,0.3324
"6 Pl. Simon Dugaleix, 16440 Mouthiers-Sur-Boëme, France",45.95328,0.6666
"10 Impasse Ste Angele, 16100 Cognac, France",45.93722,-0.1511
"4 Rue Henri Fichon, 16100 Cognac, France",45.93146,-0.1478
"Le Bourg, 16440 Roullet-Saint-Estèphe, France",45.94624,0.6677
"8 Pl. Saint-Arthemy, 16250 Coteaux-Du-Blanzacais, France",45.98378,0.1697
"11 Pl. Edouard Martell, 16100 Cognac, France",45.93434,-0.1453
"7 Rue Victor Hugo, 16400 La Couronne, France",45.78258,0.3305
"24 Rue D'Angoulême, 16100 Cognac, France",45.93002,-0.1458
"54 Rue Des Halles, 16170 Rouillac, France",45.78426,0.312
"1 Bis Bd Charles De Gaulle, 12200 Villefranche-De-Rouergue, France",44.56782,2.7334
"1 Bd General De Gaulle 12200, 12200 Villefranche-De-Rouergue, France",44.56558,2.7316
"4 Bd Charles De Gaulle, 12200 Villefranche-De-Rouergue, France",44.56342,2.7329
"7 Rue Durand De Montlauzeur, 12200 Villefranche-De-Rouergue, France",44.56318,2.7347
"3 Rue Mailhes, 12200 Villefranche-De-Rouergue, France",44.56966,2.7304
"19 Av. Raymond Saint-Gilles, 12200 Villefranche-De-Rouergue, France",44.5635,2.7326
"Pl. Bernard Lhez, 12200 Villefranche-De-Rouergue, France",44.5659,2.7378
"38 Rue De La Sole, 12220 Roussennac, France",44.65344,2.8465
"26 Av. Des Croates, 12200 Villefranche-De-Rouergue, France",44.56342,2.7353
"81 Rue Cayrade, 12300 Decazeville, France",44.4175,2.65
"10 Rte Du Rémésou, 12350 Maleville, France",44.29824,2.0202
"1150 Rte D'Agnac, 12300 Decazeville, France",44.41438,2.6487
"95 Rue Cayrade, 12300 Decazeville, France",44.41358,2.6536
"28 Bd Cardalhac, 12260 Villeneuve D'Aveyron, France",44.34992,2.0306
"19 Rue Ortabadial, 46100 Figeac, France",44.55168,1.3022
"6 Bd Du Tour De Ville, 46160 Cajarc, France",44.55088,1.2988
"25 Rue Pablo Picasso, 12300 Firmi, France",44.4139,2.6479
"20 Pl. Wilson, 12300 Decazeville, France",44.41854,2.6496
"10 Rue De La République, 46100 Figeac, France",44.55328,1.3016
"2 Rue Léon Morin, 33600 Pessac, France",44.88344,-0.1251
"209 Av. Pasteur, 33600 Pessac, France",44.88392,-0.1256
"2 Rue Arthur Rimbaud, 33600 Pessac, France",44.88136,-0.1296
"8 Rue Des Acacias, 33600 Pessac, France",44.8772,-0.1334
"6 Rue Léon Morin, 33600 Pessac, France",44.87896,-0.126
"Rue Xavier Arnozan, 33600 Pessac, France",44.88064,-0.129
"458 Av. De Verdun, 33700 Mérignac, France",44.92104,-1.0178
"203 Cr Marechal Gallieni, 33000 Bordeaux, France",44.83732,-0.5814
"3 Bis Rue De Belfort, 33600 Pessac, France",44.878,-0.129
"Pl. De La 5Ème République, 33600 Pessac, France",44.876,-0.1326
"69 Av. John Fitzgerald Kennedy, 33700 Mérignac, France",44.92368,-1.0243
"Barrière De Pessac, 33000 Bordeaux, France",44.83492,-0.5774
"Rue Laplacette, 33700 Mérignac, France",44.92352,-1.0244
"475 Av. De Verdun, 33700 Mérignac, France",44.92328,-1.0191
"10 Pl. De La République, 33440 Ambarès-Et-Lagrave, France",44.79376,-0.86
"5 Imp. Charles Beauvais, 33440 Ambarès-Et-Lagrave, France",44.79256,-0.8624
"7 Rue Alphonse Lamartine, 33560 Carbon-Blanc, France",44.786,-0.3018
"20 Rue Edmond Faulat, 33440 Ambarès-Et-Lagrave, France",44.79016,-0.861
"4 Rue Lamartine, 33530 Bassens, France",44.78744,-0.2992
"26 Rue Edmond Faulat, 33440 Ambarès-Et-Lagrave, France",44.79232,-0.8645
"66 Av. De La République, 33450 Saint-Loubès, France",44.79532,-0.8257
"47 Bis Rue Du Maréchal Foch Prolongée, 33440 Ambarès-Et-Lagrave, France",44.79144,-0.8622
"72 Av. Austin Conte, 33560 Carbon-Blanc, France",44.7868,-0.3
"29 Chem. De Nice, 33450 Saint-Loubès, France",44.7914,-0.822
"127 Rue Blanqui, 33300 Bordeaux, France",44.83392,-0.6797
"8 Pl. De La Victoire, 33560 Sainte-Eulalie, France",44.79216,-0.3026
"152 Rue Du Général De Gaulle, 33310 Lormont, France",44.76248,-0.5811
"7 Rue Savinien Vivier, 33560 Sainte-Eulalie, France",44.78912,-0.3043
"140 Rue Nationale, 33240 Saint-André-De-Cubzac, France",44.70096,-0.0548
"132 Rue Nationale, 33240 Saint-André-De-Cubzac, France",44.70304,-0.0498
"87 Av. De La Garonne, 33440 Saint-Louis-De-Montferrand, France",44.79368,-0.8623
"217 Rue Achard, 33300 Bordeaux, France",44.83192,-0.6806
"Parc Tertiaire Fenelon, 1 Fénelon, 33370 Tresses, France",44.78642,-0.6442
"81 Av. De La Libération, 33700 Mérignac, France",44.92024,-1.0186
"491 Av. De Verdun, 33700 Mérignac, France",44.92096,-1.0205
